province,district_clean,sector,district_sector,disease,casetype,age_category_new,gender,periodname,year,month,Total
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,June 2020,2020,June,187.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,June 2021,2021,June,61.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,June 2022,2022,June,85.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,June 2023,2023,June,19.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,June 2024,2024,June,1.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,June 2025,2025,June,40.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,March 2020,2020,March,321.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,March 2021,2021,March,55.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,March 2022,2022,March,62.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,March 2023,2023,March,27.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,March 2024,2024,March,2.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,March 2025,2025,March,52.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,May 2020,2020,May,190.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,May 2021,2021,May,71.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,May 2022,2022,May,58.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,May 2023,2023,May,12.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,May 2024,2024,May,7.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,May 2025,2025,May,53.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,November 2020,2020,November,165.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,November 2021,2021,November,68.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,November 2022,2022,November,39.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,November 2023,2023,November,7.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,November 2024,2024,November,17.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,October 2020,2020,October,179.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,October 2021,2021,October,82.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,October 2022,2022,October,51.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,October 2023,2023,October,25.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,October 2024,2024,October,42.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,September 2020,2020,September,173.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,September 2021,2021,September,67.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,September 2022,2022,September,57.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,September 2023,2023,September,10.0
West,Rusizi,Bweyeye,Rusizi_Bweyeye,Malaria community,,,,September 2024,2024,September,10.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,April 2020,2020,April,138.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,April 2021,2021,April,228.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,April 2022,2022,April,166.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,April 2023,2023,April,27.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,April 2024,2024,April,46.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,April 2025,2025,April,118.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,August 2020,2020,August,95.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,August 2021,2021,August,67.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,August 2022,2022,August,94.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,August 2023,2023,August,19.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,August 2024,2024,August,72.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,December 2020,2020,December,189.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,December 2021,2021,December,43.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,December 2022,2022,December,235.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,December 2023,2023,December,13.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,December 2024,2024,December,125.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,February 2020,2020,February,558.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,February 2021,2021,February,165.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,February 2022,2022,February,114.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,February 2023,2023,February,93.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,February 2024,2024,February,39.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,February 2025,2025,February,89.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,January 2020,2020,January,213.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,January 2021,2021,January,236.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,January 2022,2022,January,168.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,January 2023,2023,January,156.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,January 2024,2024,January,12.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,January 2025,2025,January,96.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,July 2020,2020,July,100.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,July 2021,2021,July,223.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,July 2022,2022,July,124.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,July 2023,2023,July,56.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,July 2024,2024,July,50.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,June 2020,2020,June,179.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,June 2021,2021,June,92.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,June 2022,2022,June,101.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,June 2023,2023,June,19.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,June 2024,2024,June,109.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,June 2025,2025,June,145.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,March 2020,2020,March,223.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,March 2021,2021,March,161.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,March 2022,2022,March,202.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,March 2023,2023,March,24.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,March 2024,2024,March,43.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,March 2025,2025,March,93.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,May 2020,2020,May,308.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,May 2021,2021,May,199.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,May 2022,2022,May,135.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,May 2023,2023,May,25.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,May 2024,2024,May,61.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,May 2025,2025,May,174.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,November 2020,2020,November,144.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,November 2021,2021,November,111.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,November 2022,2022,November,155.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,November 2023,2023,November,67.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,November 2024,2024,November,115.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,October 2020,2020,October,79.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,October 2021,2021,October,39.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,October 2022,2022,October,44.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,October 2023,2023,October,54.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,October 2024,2024,October,158.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,September 2020,2020,September,192.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,September 2021,2021,September,18.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,September 2022,2022,September,37.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,September 2023,2023,September,36.0
West,Rusizi,Gashonga,Rusizi_Gashonga,Malaria community,,,,September 2024,2024,September,83.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,April 2020,2020,April,483.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,April 2021,2021,April,252.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,April 2022,2022,April,63.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,April 2023,2023,April,66.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,April 2024,2024,April,41.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,April 2025,2025,April,76.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,August 2020,2020,August,376.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,August 2021,2021,August,244.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,August 2022,2022,August,98.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,August 2023,2023,August,18.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,August 2024,2024,August,42.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,December 2020,2020,December,390.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,December 2021,2021,December,98.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,December 2022,2022,December,137.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,December 2023,2023,December,16.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,December 2024,2024,December,57.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,February 2020,2020,February,454.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,February 2021,2021,February,397.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,February 2022,2022,February,171.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,February 2023,2023,February,141.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,February 2024,2024,February,19.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,February 2025,2025,February,52.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,January 2020,2020,January,621.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,January 2021,2021,January,369.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,January 2022,2022,January,121.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,January 2023,2023,January,155.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,January 2024,2024,January,26.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,January 2025,2025,January,97.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,July 2020,2020,July,266.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,July 2021,2021,July,266.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,July 2022,2022,July,146.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,July 2023,2023,July,29.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,July 2024,2024,July,53.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,June 2020,2020,June,548.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,June 2021,2021,June,207.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,June 2022,2022,June,123.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,June 2023,2023,June,31.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,June 2024,2024,June,28.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,June 2025,2025,June,66.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,March 2020,2020,March,388.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,March 2021,2021,March,490.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,March 2022,2022,March,115.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,March 2023,2023,March,89.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,March 2024,2024,March,27.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,March 2025,2025,March,77.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,May 2020,2020,May,556.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,May 2021,2021,May,194.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,May 2022,2022,May,126.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,May 2023,2023,May,33.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,May 2024,2024,May,50.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,May 2025,2025,May,64.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,November 2020,2020,November,299.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,November 2021,2021,November,150.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,November 2022,2022,November,110.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,November 2023,2023,November,13.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,November 2024,2024,November,140.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,October 2020,2020,October,326.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,October 2021,2021,October,237.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,October 2022,2022,October,63.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,October 2023,2023,October,16.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,October 2024,2024,October,110.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,September 2020,2020,September,376.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,September 2021,2021,September,292.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,September 2022,2022,September,45.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,September 2023,2023,September,12.0
West,Rusizi,Giheke,Rusizi_Giheke,Malaria community,,,,September 2024,2024,September,63.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,April 2020,2020,April,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,April 2021,2021,April,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,April 2022,2022,April,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,April 2023,2023,April,7.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,April 2024,2024,April,34.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,April 2025,2025,April,59.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,August 2020,2020,August,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,August 2021,2021,August,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,August 2022,2022,August,6.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,August 2023,2023,August,12.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,August 2024,2024,August,26.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,December 2020,2020,December,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,December 2021,2021,December,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,December 2022,2022,December,4.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,December 2023,2023,December,5.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,December 2024,2024,December,52.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,February 2020,2020,February,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,February 2021,2021,February,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,February 2022,2022,February,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,February 2023,2023,February,6.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,February 2024,2024,February,31.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,February 2025,2025,February,96.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,January 2020,2020,January,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,January 2021,2021,January,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,January 2022,2022,January,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,January 2023,2023,January,17.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,January 2024,2024,January,50.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,January 2025,2025,January,66.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,July 2020,2020,July,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,July 2021,2021,July,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,July 2022,2022,July,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,July 2023,2023,July,12.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,July 2024,2024,July,17.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,June 2020,2020,June,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,June 2021,2021,June,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,June 2022,2022,June,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,June 2023,2023,June,5.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,June 2024,2024,June,33.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,June 2025,2025,June,77.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,March 2020,2020,March,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,March 2021,2021,March,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,March 2022,2022,March,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,March 2023,2023,March,8.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,March 2024,2024,March,16.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,March 2025,2025,March,58.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,May 2020,2020,May,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,May 2021,2021,May,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,May 2022,2022,May,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,May 2023,2023,May,10.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,May 2024,2024,May,28.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,May 2025,2025,May,59.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,November 2020,2020,November,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,November 2021,2021,November,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,November 2022,2022,November,7.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,November 2023,2023,November,14.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,November 2024,2024,November,75.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,October 2020,2020,October,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,October 2021,2021,October,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,October 2022,2022,October,12.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,October 2023,2023,October,21.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,October 2024,2024,October,45.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,September 2020,2020,September,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,September 2021,2021,September,0.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,September 2022,2022,September,21.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,September 2023,2023,September,8.0
West,Rusizi,Gihundwe,Rusizi_Gihundwe,Malaria community,,,,September 2024,2024,September,27.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,April 2020,2020,April,691.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,April 2021,2021,April,1108.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,April 2022,2022,April,203.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,April 2023,2023,April,25.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,April 2024,2024,April,20.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,April 2025,2025,April,83.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,August 2020,2020,August,375.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,August 2021,2021,August,230.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,August 2022,2022,August,46.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,August 2023,2023,August,27.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,August 2024,2024,August,186.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,December 2020,2020,December,708.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,December 2021,2021,December,202.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,December 2022,2022,December,45.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,December 2023,2023,December,87.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,December 2024,2024,December,62.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,February 2020,2020,February,2672.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,February 2021,2021,February,1039.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,February 2022,2022,February,250.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,February 2023,2023,February,92.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,February 2024,2024,February,101.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,February 2025,2025,February,60.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,January 2020,2020,January,2484.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,January 2021,2021,January,1283.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,January 2022,2022,January,284.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,January 2023,2023,January,108.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,January 2024,2024,January,125.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,January 2025,2025,January,78.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,July 2020,2020,July,1642.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,July 2021,2021,July,330.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,July 2022,2022,July,64.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,July 2023,2023,July,13.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,July 2024,2024,July,87.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,June 2020,2020,June,1504.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,June 2021,2021,June,284.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,June 2022,2022,June,79.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,June 2023,2023,June,9.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,June 2024,2024,June,58.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,June 2025,2025,June,107.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,March 2020,2020,March,1701.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,March 2021,2021,March,1066.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,March 2022,2022,March,136.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,March 2023,2023,March,64.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,March 2024,2024,March,31.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,March 2025,2025,March,45.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,May 2020,2020,May,1552.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,May 2021,2021,May,692.0
West,Rusizi,Gikundamvura,Rusizi_Gikundamvura,Malaria community,,,,May 2022,2022,May,148.0
