province,district_clean,sector,district_sector,disease,casetype,age_category_new,gender,periodname,year,month,Total
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,December 2021,2021,December,49.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,December 2022,2022,December,80.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,December 2023,2023,December,54.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,December 2024,2024,December,167.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,February 2020,2020,February,58.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,February 2021,2021,February,21.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,February 2022,2022,February,16.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,February 2023,2023,February,59.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,February 2024,2024,February,46.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,February 2025,2025,February,116.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,January 2020,2020,January,76.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,January 2021,2021,January,24.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,January 2022,2022,January,54.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,January 2023,2023,January,73.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,January 2024,2024,January,98.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,January 2025,2025,January,176.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,July 2020,2020,July,17.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,July 2021,2021,July,20.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,July 2022,2022,July,83.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,July 2023,2023,July,51.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,July 2024,2024,July,44.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,June 2020,2020,June,21.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,June 2021,2021,June,75.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,June 2022,2022,June,57.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,June 2023,2023,June,74.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,June 2024,2024,June,29.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,June 2025,2025,June,82.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,March 2020,2020,March,12.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,March 2021,2021,March,7.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,March 2022,2022,March,52.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,March 2023,2023,March,33.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,March 2024,2024,March,43.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,March 2025,2025,March,66.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,May 2020,2020,May,39.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,May 2021,2021,May,52.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,May 2022,2022,May,99.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,May 2023,2023,May,76.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,May 2024,2024,May,32.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,May 2025,2025,May,65.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,November 2020,2020,November,33.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,November 2021,2021,November,36.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,November 2022,2022,November,56.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,November 2023,2023,November,21.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,November 2024,2024,November,98.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,October 2020,2020,October,29.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,October 2021,2021,October,7.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,October 2022,2022,October,54.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,October 2023,2023,October,69.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,October 2024,2024,October,125.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,September 2020,2020,September,59.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,September 2021,2021,September,10.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,September 2022,2022,September,73.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,September 2023,2023,September,71.0
Kigali City,Kicukiro,Kicukiro,Kicukiro_Kicukiro,Malaria community,,,,September 2024,2024,September,90.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,April 2020,2020,April,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,April 2021,2021,April,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,April 2022,2022,April,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,April 2023,2023,April,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,April 2024,2024,April,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,April 2025,2025,April,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,August 2020,2020,August,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,August 2021,2021,August,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,August 2022,2022,August,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,August 2023,2023,August,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,August 2024,2024,August,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,December 2020,2020,December,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,December 2021,2021,December,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,December 2022,2022,December,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,December 2023,2023,December,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,December 2024,2024,December,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,February 2020,2020,February,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,February 2021,2021,February,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,February 2022,2022,February,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,February 2023,2023,February,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,February 2024,2024,February,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,February 2025,2025,February,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,January 2020,2020,January,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,January 2021,2021,January,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,January 2022,2022,January,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,January 2023,2023,January,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,January 2024,2024,January,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,January 2025,2025,January,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,July 2020,2020,July,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,July 2021,2021,July,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,July 2022,2022,July,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,July 2023,2023,July,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,July 2024,2024,July,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,June 2020,2020,June,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,June 2021,2021,June,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,June 2022,2022,June,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,June 2023,2023,June,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,June 2024,2024,June,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,June 2025,2025,June,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,March 2020,2020,March,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,March 2021,2021,March,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,March 2022,2022,March,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,March 2023,2023,March,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,March 2024,2024,March,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,March 2025,2025,March,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,May 2020,2020,May,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,May 2021,2021,May,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,May 2022,2022,May,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,May 2023,2023,May,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,May 2024,2024,May,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,May 2025,2025,May,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,November 2020,2020,November,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,November 2021,2021,November,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,November 2022,2022,November,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,November 2023,2023,November,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,November 2024,2024,November,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,October 2020,2020,October,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,October 2021,2021,October,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,October 2022,2022,October,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,October 2023,2023,October,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,October 2024,2024,October,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,September 2020,2020,September,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,September 2021,2021,September,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,September 2022,2022,September,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,September 2023,2023,September,0.0
Kigali City,Kicukiro,Kigarama,Kicukiro_Kigarama,Malaria community,,,,September 2024,2024,September,0.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,April 2020,2020,April,330.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,April 2021,2021,April,409.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,April 2022,2022,April,257.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,April 2023,2023,April,153.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,April 2024,2024,April,187.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,April 2025,2025,April,1620.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,August 2020,2020,August,248.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,August 2021,2021,August,213.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,August 2022,2022,August,177.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,August 2023,2023,August,55.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,August 2024,2024,August,235.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,December 2020,2020,December,490.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,December 2021,2021,December,236.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,December 2022,2022,December,313.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,December 2023,2023,December,129.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,December 2024,2024,December,857.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,February 2020,2020,February,1090.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,February 2021,2021,February,219.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,February 2022,2022,February,198.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,February 2023,2023,February,219.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,February 2024,2024,February,160.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,February 2025,2025,February,1117.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,January 2020,2020,January,1585.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,January 2021,2021,January,493.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,January 2022,2022,January,269.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,January 2023,2023,January,292.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,January 2024,2024,January,156.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,January 2025,2025,January,868.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,July 2020,2020,July,357.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,July 2021,2021,July,305.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,July 2022,2022,July,160.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,July 2023,2023,July,67.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,July 2024,2024,July,145.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,June 2020,2020,June,583.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,June 2021,2021,June,308.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,June 2022,2022,June,227.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,June 2023,2023,June,122.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,June 2024,2024,June,176.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,June 2025,2025,June,1421.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,March 2020,2020,March,463.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,March 2021,2021,March,219.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,March 2022,2022,March,163.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,March 2023,2023,March,121.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,March 2024,2024,March,134.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,March 2025,2025,March,443.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,May 2020,2020,May,409.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,May 2021,2021,May,475.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,May 2022,2022,May,269.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,May 2023,2023,May,138.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,May 2024,2024,May,165.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,May 2025,2025,May,2413.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,November 2020,2020,November,394.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,November 2021,2021,November,322.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,November 2022,2022,November,238.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,November 2023,2023,November,111.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,November 2024,2024,November,247.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,October 2020,2020,October,437.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,October 2021,2021,October,268.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,October 2022,2022,October,239.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,October 2023,2023,October,45.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,October 2024,2024,October,598.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,September 2020,2020,September,220.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,September 2021,2021,September,310.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,September 2022,2022,September,162.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,September 2023,2023,September,33.0
Kigali City,Kicukiro,Masaka,Kicukiro_Masaka,Malaria community,,,,September 2024,2024,September,372.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,April 2020,2020,April,36.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,April 2021,2021,April,30.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,April 2022,2022,April,37.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,April 2023,2023,April,34.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,April 2024,2024,April,62.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,April 2025,2025,April,209.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,August 2020,2020,August,6.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,August 2021,2021,August,18.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,August 2022,2022,August,7.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,August 2023,2023,August,50.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,August 2024,2024,August,119.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,December 2020,2020,December,114.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,December 2021,2021,December,107.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,December 2022,2022,December,53.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,December 2023,2023,December,62.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,December 2024,2024,December,90.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,February 2020,2020,February,52.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,February 2021,2021,February,63.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,February 2022,2022,February,155.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,February 2023,2023,February,61.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,February 2024,2024,February,74.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,February 2025,2025,February,188.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,January 2020,2020,January,64.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,January 2021,2021,January,135.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,January 2022,2022,January,140.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,January 2023,2023,January,54.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,January 2024,2024,January,105.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,January 2025,2025,January,133.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,July 2020,2020,July,36.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,July 2021,2021,July,204.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,July 2022,2022,July,7.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,July 2023,2023,July,72.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,July 2024,2024,July,79.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,June 2020,2020,June,43.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,June 2021,2021,June,4.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,June 2022,2022,June,68.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,June 2023,2023,June,54.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,June 2024,2024,June,64.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,June 2025,2025,June,379.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,March 2020,2020,March,13.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,March 2021,2021,March,48.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,March 2022,2022,March,82.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,March 2023,2023,March,53.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,March 2024,2024,March,54.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,March 2025,2025,March,228.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,May 2020,2020,May,40.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,May 2021,2021,May,127.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,May 2022,2022,May,79.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,May 2023,2023,May,84.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,May 2024,2024,May,43.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,May 2025,2025,May,744.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,November 2020,2020,November,35.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,November 2021,2021,November,100.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,November 2022,2022,November,90.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,November 2023,2023,November,10.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,November 2024,2024,November,81.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,October 2020,2020,October,51.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,October 2021,2021,October,54.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,October 2022,2022,October,17.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,October 2023,2023,October,52.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,October 2024,2024,October,135.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,September 2020,2020,September,53.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,September 2021,2021,September,66.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,September 2022,2022,September,17.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,September 2023,2023,September,77.0
Kigali City,Kicukiro,Niboye,Kicukiro_Niboye,Malaria community,,,,September 2024,2024,September,182.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,April 2020,2020,April,156.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,April 2021,2021,April,177.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,April 2022,2022,April,311.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,April 2023,2023,April,219.0
